account_id,client_id,account_type,balance,creation_date,currency
W882636,1576,brokerage,4323.66,2004-08-20,CHF
P699235,1577,checking,95572.67,2009-05-23,CHF
I614633,1578,savings,55384.12,2023-06-17,CHF
F890589,1579,checking,7950.04,2022-10-25,CHF
M529476,1580,brokerage,46506.26,2008-08-21,CHF
L208613,1580,checking,60919.09,2007-07-09,CHF
P394805,1581,brokerage,18919.97,2007-07-10,CHF
Z746742,1582,checking,89139.77,2007-09-08,CHF
J575542,1583,checking,57129.13,2020-10-25,CHF
O705333,1584,brokerage,65597.0,2016-08-31,CHF
T787676,1585,savings,99954.55,2019-04-21,CHF
N420292,1586,brokerage,53672.28,2007-12-11,CHF
K588372,1586,checking,51404.68,1993-03-03,CHF
Y579235,1587,savings,87427.3,2006-08-24,CHF
U131389,1588,checking,27844.94,2009-07-03,CHF
K965061,1588,savings,91958.89,2014-03-25,CHF
B895681,1589,checking,70590.02,2008-10-05,CHF
H572934,1589,savings,29718.99,2018-07-28,CHF
V339812,1589,savings,69498.56,2011-06-11,CHF
I487917,1590,checking,86558.9,2019-04-06,CHF
S542812,1590,brokerage,53937.54,2021-11-09,CHF
N591752,1590,checking,16838.0,2008-03-25,CHF
K107817,1591,savings,78096.32,2017-07-15,CHF
Q573337,1591,brokerage,46471.04,2014-05-08,CHF
Z488651,1592,brokerage,46858.59,1980-10-26,CHF
K667480,1593,checking,7908.5,1996-07-18,CHF
H357520,1594,brokerage,87206.82,2017-01-19,CHF
E635986,1595,savings,39679.56,1998-03-21,CHF
X771915,1595,savings,38876.35,2019-01-18,CHF
P865153,1596,savings,14372.73,2024-04-23,CHF
J109008,1596,savings,20983.07,2022-08-28,CHF
T338656,1597,checking,89762.34,2024-03-25,CHF
G935534,1598,checking,80444.06,2004-02-08,CHF
J281911,1598,brokerage,83259.09,2019-11-17,CHF
V734883,1599,brokerage,60114.26,2006-03-27,CHF
W637929,1599,brokerage,32760.42,2007-05-05,CHF
X770307,1600,checking,43087.91,2020-09-28,CHF
S262307,1601,checking,33120.17,2012-03-28,CHF
K318530,1601,savings,35874.87,2014-04-19,CHF
F311982,1601,brokerage,52153.18,2023-05-11,CHF
X942808,1602,checking,8759.35,2000-04-02,CHF
H117846,1602,brokerage,80665.32,2013-08-21,CHF
K416131,1602,brokerage,4897.57,1992-08-11,CHF
C539157,1603,brokerage,97566.18,2018-12-31,CHF
Q195121,1604,savings,44900.86,2001-07-09,CHF
B892354,1604,checking,51672.25,2021-12-07,CHF
T997570,1605,checking,76549.03,2017-03-31,CHF
L431529,1605,savings,46556.68,2019-06-15,CHF
P819733,1606,brokerage,8172.61,1982-08-30,CHF
P816501,1606,savings,48750.22,1983-05-10,CHF
Y575103,1606,brokerage,47094.51,2003-08-16,CHF
S737380,1607,savings,17703.02,2011-01-16,CHF
S464650,1608,checking,30878.69,2024-01-16,CHF
G703129,1608,savings,39952.52,2024-07-11,CHF
M632629,1609,brokerage,83741.18,2020-06-09,CHF
I573515,1609,checking,80945.87,2018-04-01,CHF
Q417665,1609,checking,73578.43,2024-07-29,CHF
M600962,1610,checking,20551.31,2020-08-05,CHF
F117532,1611,brokerage,46539.28,2017-11-06,CHF
D784736,1611,brokerage,16256.47,2006-12-14,CHF
Q420190,1611,checking,27322.07,2022-06-25,CHF
Y482411,1612,brokerage,93142.85,1977-02-01,CHF
V291448,1612,checking,97364.69,1992-07-28,CHF
M562322,1612,brokerage,1301.59,1997-09-07,CHF
Z421410,1613,brokerage,82759.65,2024-10-29,CHF
Z929011,1614,savings,95987.47,2023-03-24,CHF
W362266,1614,brokerage,32844.19,2014-04-24,CHF
K384836,1615,brokerage,43393.47,1996-01-05,CHF
V805328,1615,savings,46895.15,1993-11-13,CHF
X848663,1615,brokerage,9965.42,1970-05-03,CHF
Q985140,1616,checking,8273.94,2021-04-21,CHF
O417878,1617,savings,10003.68,2019-12-18,CHF
P921982,1617,savings,65118.53,2017-05-17,CHF
M482947,1617,checking,73844.67,2011-08-26,CHF
Z468944,1618,checking,94314.24,2019-11-12,CHF
M981209,1619,checking,26661.48,2003-04-04,CHF
R944025,1620,brokerage,59663.9,2024-05-12,CHF
D348111,1620,brokerage,69845.86,2024-04-21,CHF
K805152,1621,savings,8590.66,2024-01-03,CHF
F361458,1621,checking,16275.71,2024-09-16,CHF
F499282,1622,checking,62146.27,2010-05-13,CHF
V186010,1622,brokerage,12149.25,1977-01-07,CHF
D547492,1623,checking,78555.78,2012-04-17,CHF
O315576,1623,brokerage,99258.26,1982-03-15,CHF
J409204,1623,savings,58708.05,1992-06-16,CHF
N207281,1624,checking,77518.52,2003-09-16,CHF
L353531,1625,brokerage,37802.91,1971-05-02,CHF
G275413,1625,checking,79667.69,1988-02-09,CHF
E419538,1625,savings,45733.8,1998-01-17,CHF
Q802834,1626,checking,49539.43,2004-11-05,CHF
L290383,1627,brokerage,28719.49,2023-10-12,CHF
A696053,1627,checking,33465.18,2024-12-06,CHF
K273056,1628,checking,82985.11,1981-02-06,CHF
N800454,1628,checking,83423.44,1992-12-01,CHF
F225863,1629,brokerage,9927.43,2023-11-17,CHF
Y454316,1630,savings,34570.69,2000-02-27,CHF
I161920,1630,brokerage,1202.0,2019-08-18,CHF
S929122,1630,checking,76588.07,2020-08-13,CHF
Q789880,1631,savings,2657.43,2023-02-01,CHF
S584660,1631,checking,74240.66,2006-11-05,CHF
N799453,1632,checking,81364.71,2015-11-14,CHF
E238286,1632,savings,47481.4,2000-03-09,CHF
F594861,1633,checking,31828.03,2021-08-14,CHF
W675197,1633,brokerage,58922.56,2019-12-16,CHF
Z414229,1633,savings,79863.27,2019-01-12,CHF
A780871,1634,brokerage,7740.69,2023-06-07,CHF
F341457,1634,savings,54726.35,2023-05-22,CHF
Z445813,1634,checking,95150.31,2024-11-02,CHF
U842646,1635,checking,29663.79,2018-02-28,CHF
R390406,1635,savings,5141.66,2018-04-19,CHF
H866754,1636,savings,70186.86,1998-07-13,CHF
S501327,1636,checking,61780.42,2002-11-27,CHF
X417341,1636,brokerage,49486.43,1972-06-03,CHF
X659542,1637,brokerage,3870.01,2017-01-23,CHF
P214565,1637,brokerage,3579.48,2020-06-06,CHF
T186761,1637,savings,97315.3,2017-12-24,CHF
F198057,1638,savings,4777.72,2022-08-28,CHF
W775897,1638,savings,28491.0,2020-09-19,CHF
V423055,1639,savings,48718.38,2014-11-15,CHF
Q914377,1639,savings,63528.94,1984-03-05,CHF
Z648512,1639,checking,51040.79,1996-09-11,CHF
R250948,1640,brokerage,18829.44,2022-02-07,CHF
S919422,1640,checking,50905.12,2023-08-11,CHF
W564116,1641,brokerage,1595.86,2016-08-01,CHF
V647565,1641,checking,49708.68,2014-05-27,CHF
J767199,1642,brokerage,7050.58,2019-12-31,CHF
Q479819,1642,checking,13374.34,2023-02-22,CHF
E244289,1642,savings,29061.9,2017-03-06,CHF
E617999,1643,checking,68807.18,2020-10-23,CHF
Z271619,1643,checking,33755.22,2023-02-09,CHF
L150937,1643,brokerage,78928.04,2003-05-31,CHF
Z734945,1644,savings,83631.71,2019-03-21,CHF
E431357,1644,savings,23058.08,2018-12-25,CHF
I551796,1644,brokerage,8894.46,2016-06-19,CHF
P521410,1645,savings,97750.01,2018-11-29,CHF
L644749,1646,savings,18634.15,2021-09-24,CHF
S703789,1647,brokerage,30825.76,1979-09-09,CHF
D770420,1647,checking,72249.27,1989-04-24,CHF
V744192,1647,brokerage,85978.8,1976-09-24,CHF
J951481,1648,checking,1833.1,1998-05-29,CHF
R184613,1649,savings,9028.12,2018-01-15,CHF
L805164,1650,brokerage,11403.19,2024-08-08,CHF
Z343494,1651,brokerage,71837.95,2008-05-31,CHF
O422786,1651,brokerage,85527.24,1996-01-03,CHF
F806356,1652,checking,39680.97,2024-11-04,CHF
Y365126,1653,brokerage,30675.16,2023-07-29,CHF
E129693,1653,checking,92597.68,2023-04-11,CHF
L264753,1653,savings,1303.42,2023-02-13,CHF
Y885234,1654,brokerage,50410.96,2014-08-15,CHF
G786843,1655,brokerage,68640.49,1968-06-09,CHF
B601456,1655,checking,22090.9,1964-04-04,CHF
A383470,1656,checking,50831.18,2024-04-19,CHF
K144740,1657,brokerage,9129.43,2002-04-08,CHF
T469560,1658,savings,72746.69,2006-04-18,CHF
J598453,1658,brokerage,90062.33,2012-09-03,CHF
K287624,1658,savings,9591.63,2013-03-02,CHF
W672195,1659,checking,16807.28,2022-09-07,CHF
G265809,1659,brokerage,52902.86,2007-09-23,CHF
J131438,1659,savings,6146.06,1999-07-27,CHF
R505304,1660,savings,15220.61,1987-09-30,CHF
L644023,1661,savings,53157.76,2016-08-02,CHF
R673674,1661,brokerage,32767.76,2007-11-15,CHF
B455726,1662,brokerage,88104.24,2009-04-07,CHF
O320212,1663,brokerage,80127.98,2011-08-20,CHF
C498727,1663,checking,72525.79,1988-01-30,CHF
T406714,1664,checking,10490.87,1984-03-28,CHF
L148245,1664,checking,90677.66,2018-04-02,CHF
B732544,1665,savings,24936.02,2015-08-23,CHF
X352088,1665,checking,74675.45,2019-02-01,CHF
V874261,1666,brokerage,87303.01,2024-05-14,CHF
A881434,1666,checking,17816.32,2024-06-26,CHF
E598164,1666,brokerage,74531.33,2024-03-29,CHF
M802418,1667,brokerage,61983.69,2021-03-05,CHF
O541098,1667,savings,15162.29,2021-02-11,CHF
V324933,1667,checking,57770.25,1974-11-04,CHF
C260198,1668,checking,17997.4,1984-12-27,CHF
I518087,1668,savings,55858.51,1983-03-04,CHF
O626084,1668,checking,31537.85,1980-07-04,CHF
O217456,1669,checking,38616.78,2003-01-16,CHF
J560839,1670,savings,53174.34,2012-07-15,CHF
X687792,1671,brokerage,21990.29,1984-04-21,CHF
R364189,1672,savings,81199.67,2021-02-18,CHF
Q958894,1672,savings,37108.13,2018-07-27,CHF
B352622,1672,savings,24209.45,2020-06-06,CHF
T714574,1673,savings,84813.06,2018-01-22,CHF
U536983,1673,checking,9584.83,2013-07-23,CHF
P730471,1674,savings,40614.33,2021-01-01,CHF
C559310,1674,savings,67586.04,2020-08-24,CHF
U667090,1675,checking,97240.17,2009-02-15,CHF
O326731,1675,brokerage,35767.68,1992-12-17,CHF
O416231,1676,savings,89844.02,1997-11-16,CHF
M961488,1676,savings,60695.9,2011-09-25,CHF
F612518,1676,checking,92796.63,1999-04-07,CHF
T494459,1677,checking,55933.4,2020-02-13,CHF
T438357,1677,savings,1750.55,2020-09-05,CHF
O550959,1677,checking,69875.06,2021-08-08,CHF
I345395,1678,brokerage,6915.62,2023-01-06,CHF
F970384,1678,savings,51754.71,2024-01-01,CHF
L457838,1678,savings,36377.31,2016-05-18,CHF
W211542,1679,checking,40710.21,1989-05-11,CHF
G786268,1679,checking,5063.96,1977-10-19,CHF
A142311,1679,brokerage,86216.82,1996-10-20,CHF
X471006,1680,brokerage,59225.4,2013-12-10,CHF
L983577,1680,savings,25307.93,2018-08-02,CHF
C380351,1680,brokerage,25036.3,2024-01-17,CHF
R788435,1681,brokerage,72149.25,2024-09-17,CHF
W240010,1681,checking,28251.27,2024-12-27,CHF
S329463,1682,brokerage,85300.2,2009-07-13,CHF
R902837,1682,savings,35903.59,1994-02-02,CHF
J793644,1682,savings,75059.43,2004-11-30,CHF
X398612,1683,checking,87361.98,1988-07-12,CHF
T168670,1683,checking,26962.98,2001-07-12,CHF
J453654,1683,brokerage,60548.31,1992-02-01,CHF
A779796,1684,brokerage,73653.4,1983-09-25,CHF
J137054,1684,brokerage,91034.61,1989-02-04,CHF
U867632,1685,checking,56341.98,2011-08-05,CHF
D666168,1685,brokerage,13798.48,2018-06-30,CHF
L704274,1686,savings,40981.17,2014-05-25,CHF
M744764,1686,checking,21952.64,1991-01-03,CHF
N647643,1686,checking,53790.58,2020-03-17,CHF
K348685,1687,savings,96483.52,2024-12-14,CHF
T514748,1688,checking,30558.28,1971-05-19,CHF
V335854,1688,savings,89610.16,1993-09-04,CHF
W967035,1688,savings,38441.19,2017-12-11,CHF
D716644,1689,brokerage,75775.85,2022-12-09,CHF
K497060,1689,brokerage,16617.41,2023-04-01,CHF
L252984,1689,checking,61742.65,2021-07-03,CHF
B566696,1690,savings,55947.33,2024-06-19,CHF
W286158,1690,checking,63908.92,2023-04-07,CHF
Q340440,1690,checking,99646.7,2019-10-25,CHF
Q586330,1691,checking,60738.7,1972-11-02,CHF
P157919,1691,brokerage,32149.92,2007-04-04,CHF
I622724,1692,savings,76493.09,2014-01-08,CHF
X531268,1693,brokerage,44108.57,2018-06-08,CHF
B855985,1693,savings,11457.49,2009-11-06,CHF
F380426,1694,brokerage,13678.5,2009-11-28,CHF
U395877,1694,savings,84058.39,2005-09-05,CHF
M416504,1695,brokerage,29007.89,2020-05-29,CHF
B257008,1695,savings,12276.54,2008-08-05,CHF
E775320,1696,savings,75209.64,2015-09-21,CHF
T987351,1696,brokerage,54264.26,1994-08-21,CHF
K242612,1697,checking,14794.98,2023-04-01,CHF
P169915,1697,checking,40592.14,2021-02-07,CHF
J317499,1697,checking,31298.75,2021-02-17,CHF
R831712,1698,checking,29128.29,1985-12-18,CHF
M707659,1698,savings,31131.69,2011-04-17,CHF
Y847460,1699,checking,1239.96,2023-11-09,CHF
G578556,1700,checking,89335.23,2004-06-05,CHF
D810669,1700,checking,15726.0,1999-02-24,CHF
X563124,1701,checking,59950.02,2021-01-29,CHF
V999047,1702,brokerage,42914.87,2007-05-03,CHF
G338859,1703,savings,38433.85,2003-02-02,CHF
Y914959,1703,brokerage,88624.36,1993-07-29,CHF
Z650204,1703,savings,64235.43,2009-05-14,CHF
B841929,1704,brokerage,93472.11,2023-07-27,CHF
V730663,1705,brokerage,42940.21,2004-07-21,CHF
P934647,1705,brokerage,46179.53,2011-07-19,CHF
H427430,1705,brokerage,71881.95,2020-04-27,CHF
T374526,1706,savings,23282.35,2021-01-08,CHF
I541925,1707,savings,32131.07,2015-05-06,CHF
K566366,1707,checking,26202.49,2001-10-14,CHF
B238665,1708,savings,43609.53,2000-02-16,CHF
R853240,1708,savings,49229.13,2010-02-15,CHF
V828431,1709,brokerage,43160.88,2021-12-13,CHF
W563459,1709,savings,78605.01,2024-09-22,CHF
Z468015,1709,savings,57593.36,2022-12-12,CHF
L500828,1710,brokerage,2754.43,2017-11-14,CHF
T282291,1710,savings,6864.37,2017-01-10,CHF
B315380,1711,brokerage,87267.46,2019-11-12,CHF
C305062,1711,savings,27672.35,2022-11-11,CHF
D871224,1712,savings,83299.6,2016-10-03,CHF
X298733,1712,savings,15871.64,2011-10-01,CHF
Q319314,1713,brokerage,8360.51,2011-05-10,CHF
C231288,1714,savings,63683.12,2012-03-29,CHF
F682892,1715,checking,55539.03,2006-09-20,CHF
A848294,1715,savings,38527.72,1979-10-10,CHF
T694972,1715,checking,21226.84,2022-01-27,CHF
G129463,1716,brokerage,23190.83,2004-06-26,CHF
Y360010,1717,savings,92116.11,1998-07-03,CHF
B597158,1718,brokerage,51725.7,1994-12-11,CHF
A967042,1718,brokerage,28864.22,1998-04-20,CHF
Z239222,1718,brokerage,23235.89,2013-09-19,CHF
O920387,1719,checking,88094.59,2021-12-13,CHF
X931286,1719,brokerage,81957.63,2022-01-23,CHF
J703379,1719,savings,59156.33,1984-10-01,CHF
Q509103,1720,brokerage,21657.16,2024-05-09,CHF
S469045,1721,brokerage,57303.19,2016-02-26,CHF
F785029,1721,savings,10391.77,2024-08-04,CHF
L531503,1722,checking,56135.98,2019-08-03,CHF
N860277,1722,checking,38664.65,1977-03-31,CHF
L332403,1723,brokerage,75223.71,2011-06-10,CHF
Q700288,1724,savings,99525.08,1997-04-22,CHF
S557693,1724,brokerage,5438.88,1989-02-24,CHF
E406213,1724,savings,42839.79,2002-05-14,CHF
M721876,1725,savings,64195.51,1990-06-27,CHF
G646440,1726,checking,46152.01,2020-10-29,CHF
G766614,1727,brokerage,59074.82,2017-11-12,CHF
W938826,1727,checking,19569.39,1968-11-25,CHF
W534066,1727,savings,96533.17,2015-12-03,CHF
U677197,1728,brokerage,80303.6,2024-09-02,CHF
D672699,1729,savings,78823.83,2022-05-09,CHF
A419520,1730,savings,32224.02,1998-07-26,CHF
W120048,1730,savings,2506.45,2020-05-18,CHF
E418063,1730,savings,2467.8,2022-03-28,CHF
E123002,1731,brokerage,67365.18,1987-05-11,CHF
A617280,1731,checking,20253.85,2014-02-06,CHF
C586769,1732,savings,86235.96,2010-03-27,CHF
T901180,1732,savings,65179.45,1971-03-20,CHF
S409584,1732,checking,44180.53,2024-05-14,CHF
H945227,1733,checking,80673.49,2023-07-24,CHF
R655200,1733,brokerage,10538.45,2023-05-04,CHF
Q939089,1734,savings,80408.8,2022-02-17,CHF
M610968,1734,savings,15012.11,2020-11-08,CHF
T680960,1734,checking,61855.44,2012-01-27,CHF
Z137858,1735,checking,90956.39,2013-05-09,CHF
O507456,1736,brokerage,39018.84,2016-02-05,CHF
W927446,1737,brokerage,90113.6,1964-08-07,CHF
T147561,1738,brokerage,66963.63,2024-12-06,CHF
K641582,1738,checking,55393.69,2024-10-04,CHF
A864500,1739,savings,76362.12,2020-04-06,CHF
X390365,1739,brokerage,65898.21,1991-12-04,CHF
T401951,1739,savings,46319.7,1996-09-18,CHF
C212538,1740,savings,10511.72,1989-08-24,CHF
I733634,1740,brokerage,79547.92,2018-07-12,CHF
U412863,1741,brokerage,49723.12,2004-05-17,CHF
H929257,1742,brokerage,42234.82,2018-12-23,CHF
K532440,1742,savings,33656.75,1974-04-25,CHF
A115377,1742,savings,18252.15,1982-12-23,CHF
I935364,1743,checking,41849.8,2017-08-26,CHF
W562880,1743,checking,30411.41,2009-12-22,CHF
X495003,1743,checking,88640.25,1998-01-21,CHF
S705035,1744,savings,68206.57,2008-07-27,CHF
L721340,1745,brokerage,13510.31,2023-03-19,CHF
X480586,1746,brokerage,93004.61,1985-06-21,CHF
O867271,1746,brokerage,92373.71,1989-03-19,CHF
B851760,1747,checking,46937.04,2014-06-30,CHF
H391971,1748,checking,93104.65,1996-05-05,CHF
M525773,1748,savings,22334.2,2016-01-14,CHF
Z464354,1748,brokerage,19163.54,2012-05-27,CHF
W374882,1749,checking,86793.43,1992-12-15,CHF
C311349,1750,brokerage,54755.05,2000-07-24,CHF
B534332,1750,savings,41937.75,2011-08-07,CHF
N234198,1750,brokerage,94634.17,1994-09-29,CHF
G293664,1751,brokerage,12566.48,2012-09-14,CHF
Z390359,1751,brokerage,33900.22,2023-04-28,CHF
J140918,1752,checking,30474.28,2021-01-24,CHF
S281597,1753,brokerage,55700.29,2022-04-10,CHF
Q534094,1754,checking,18958.03,1989-12-01,CHF
K942321,1754,savings,53932.1,1970-10-10,CHF
X419572,1754,checking,97994.31,1986-04-20,CHF
U263533,1755,savings,24167.64,2009-05-25,CHF
Y642893,1755,savings,30908.38,2010-03-23,CHF
J251544,1756,brokerage,54358.0,2019-12-07,CHF
L372579,1756,brokerage,97833.1,2003-03-21,CHF
I434082,1756,brokerage,89748.6,1986-11-23,CHF
S381768,1757,brokerage,39884.91,1986-03-16,CHF
U586127,1758,savings,92277.19,1979-07-29,CHF
Z830532,1758,brokerage,25201.13,2000-07-26,CHF
D641966,1759,savings,3809.41,2010-11-02,CHF
B370116,1759,savings,95968.71,2000-05-29,CHF
C212835,1760,savings,44066.79,2018-04-23,CHF
V619911,1760,checking,78363.31,2024-05-24,CHF
V783094,1761,checking,86772.29,1996-04-03,CHF
O711865,1761,checking,73382.4,1970-08-06,CHF
U413359,1761,savings,15739.66,1969-07-30,CHF
C116655,1762,brokerage,6058.06,1992-10-05,CHF
C208663,1762,savings,28191.7,2015-12-17,CHF
P225604,1763,checking,44915.81,1992-12-29,CHF
P248738,1763,checking,34298.35,1983-09-14,CHF
V391260,1763,checking,61047.66,2012-07-16,CHF
W676688,1764,brokerage,60497.87,2024-09-29,CHF
T895558,1764,savings,74460.17,2004-07-16,CHF
U220400,1765,checking,86269.66,1974-02-01,CHF
P971246,1765,brokerage,3297.29,1994-04-13,CHF
T592855,1765,checking,96847.21,2010-06-18,CHF
Y761783,1766,brokerage,56098.87,2012-01-26,CHF
R881919,1767,brokerage,80865.03,2012-04-29,CHF
D170848,1767,brokerage,79741.57,2016-02-05,CHF
V377187,1768,savings,29447.15,2012-11-28,CHF
S575769,1769,savings,98640.54,2017-04-09,CHF
F250604,1769,brokerage,93048.22,2004-02-07,CHF
R657451,1769,checking,60994.05,1999-11-03,CHF
W637195,1770,checking,62604.18,2000-11-11,CHF
M224465,1770,checking,28035.83,1998-11-27,CHF
X169954,1771,checking,53410.73,1976-05-11,CHF
J177158,1771,savings,76026.61,2008-06-16,CHF
J192418,1771,checking,76213.93,1971-11-20,CHF
K560927,1772,brokerage,71879.68,2011-04-02,CHF
C393530,1772,checking,51292.3,1996-01-15,CHF
J525720,1773,checking,27189.59,2006-05-11,CHF
W776152,1773,savings,80179.81,2020-10-10,CHF
E929122,1773,savings,10034.74,1986-05-11,CHF
G728466,1774,checking,18465.85,2024-10-11,CHF
V879030,1774,savings,19677.07,2023-01-24,CHF
R757771,1774,checking,13948.73,2023-11-03,CHF
F837608,1775,savings,84915.41,1986-01-23,CHF
S225979,1776,brokerage,13165.29,2024-04-12,CHF
C642758,1776,brokerage,48283.26,2022-12-24,CHF
K175304,1776,savings,37522.18,2022-09-19,CHF
J231017,1777,brokerage,30995.66,1984-11-29,CHF
H432836,1777,brokerage,96961.5,1977-01-30,CHF
Z595720,1778,savings,72062.76,2024-12-07,CHF
B355773,1779,brokerage,16985.65,2024-02-08,CHF
H844643,1779,savings,42196.38,2024-03-23,CHF
G553169,1780,checking,73731.69,1980-11-20,CHF
Z854171,1780,brokerage,79782.06,2018-07-16,CHF
J286701,1780,brokerage,91852.0,1989-12-10,CHF
Q655135,1781,savings,24493.38,2002-03-18,CHF
G567494,1781,checking,54516.95,2022-04-12,CHF
T636116,1781,brokerage,17627.96,2022-12-25,CHF
Y701148,1782,checking,20732.62,2021-09-08,CHF
I713694,1782,savings,26408.61,2020-05-02,CHF
Z105458,1783,savings,50734.21,2015-01-05,CHF
N189027,1783,savings,95954.67,2019-05-18,CHF
B824512,1784,brokerage,98081.81,2015-03-19,CHF
H311346,1784,savings,3955.2,2023-06-02,CHF
D960586,1785,savings,92894.28,2011-04-12,CHF
Y513549,1786,brokerage,24440.73,1996-01-08,CHF
R978090,1786,brokerage,84491.14,2002-09-20,CHF
R617798,1787,checking,9224.08,2020-07-15,CHF
B313629,1787,savings,35545.56,2006-06-08,CHF
E187288,1787,brokerage,87557.74,2004-03-20,CHF
N215000,1788,checking,39421.33,2009-12-15,CHF
D684311,1789,brokerage,71108.07,2024-06-27,CHF
X723424,1789,savings,29991.06,2023-10-23,CHF
O993130,1790,brokerage,22559.25,2011-03-02,CHF
F688963,1790,checking,54710.75,2024-05-16,CHF
N776312,1791,savings,14251.91,2017-02-03,CHF
O867625,1791,checking,73621.96,2008-12-15,CHF
O378132,1792,checking,97942.33,1984-08-30,CHF
Y920386,1792,brokerage,79130.72,1963-04-09,CHF
R968248,1792,savings,13185.95,1997-08-24,CHF
G668141,1793,brokerage,71278.26,2016-12-22,CHF
U476333,1794,savings,64656.62,2020-10-20,CHF
G600744,1794,savings,32936.51,2023-12-22,CHF
M597592,1794,savings,30764.19,2021-03-20,CHF
W738640,1795,savings,83126.39,2019-03-31,CHF
X756772,1796,savings,3244.71,1988-01-19,CHF
O279060,1796,checking,31165.27,2010-09-14,CHF
M889615,1797,brokerage,23269.0,1989-08-24,CHF
C465201,1797,savings,65605.11,2012-03-27,CHF
J873586,1798,checking,88908.63,2018-03-12,CHF
W631905,1798,savings,48636.14,2018-06-04,CHF
U669692,1798,checking,17993.05,2016-12-18,CHF
D120799,1799,brokerage,40194.03,2020-04-09,CHF
X174442,1799,savings,62874.34,2001-03-20,CHF
J459119,1799,savings,75453.89,2003-02-12,CHF
E204334,1800,brokerage,61615.94,2021-10-26,CHF
R612164,1801,brokerage,21024.92,1966-10-17,CHF
C185286,1801,checking,59958.92,2023-06-17,CHF
V232309,1801,brokerage,82889.91,1998-07-30,CHF
S666459,1802,checking,26655.7,2024-10-10,CHF
X171516,1802,checking,91765.89,2019-09-06,CHF
Y349299,1802,savings,52714.79,2022-04-27,CHF
X805384,1803,savings,48999.01,1998-08-02,CHF
O869327,1803,savings,39811.85,2006-09-16,CHF
H111042,1803,savings,31388.92,1993-07-17,CHF
Q223472,1804,savings,1071.14,2009-08-12,CHF
M695145,1804,checking,27544.48,2016-01-16,CHF
D727254,1805,savings,21842.35,2022-05-30,CHF
T596843,1805,checking,27758.46,2023-03-11,CHF
Q181044,1805,savings,31317.71,2011-03-21,CHF
V879957,1806,brokerage,51199.67,2024-04-26,CHF
F690646,1806,checking,60466.78,2024-06-03,CHF
Y444260,1806,brokerage,43840.37,2024-12-18,CHF
I921629,1807,checking,56413.23,1999-08-15,CHF
B506346,1807,brokerage,92211.74,1992-03-26,CHF
D242714,1808,brokerage,31398.4,2020-02-24,CHF
F666755,1808,brokerage,45710.91,2023-11-08,CHF
F798347,1808,checking,72078.7,2011-08-07,CHF
M664398,1809,checking,5737.36,2023-05-31,CHF
U841657,1809,savings,84095.59,2023-07-24,CHF
F320626,1809,brokerage,90278.55,2024-05-04,CHF
N350194,1810,brokerage,20222.98,2016-08-19,CHF
H503187,1811,checking,57462.59,1978-05-14,CHF
F733565,1812,savings,46092.2,2021-04-08,CHF
E317696,1813,savings,78412.68,1992-12-19,CHF
O677248,1814,savings,17519.25,2012-08-27,CHF
B245472,1815,checking,73447.19,2007-08-22,CHF
P914707,1815,savings,64621.77,2012-09-09,CHF
Z542502,1815,brokerage,93915.01,2008-09-29,CHF
O311620,1816,savings,2296.94,2023-08-24,CHF
Y754905,1816,savings,68345.76,2001-06-28,CHF
P309059,1816,checking,24888.59,2021-05-30,CHF
X442123,1817,savings,50347.05,1975-11-25,CHF
M836152,1817,savings,91566.06,1985-12-06,CHF
N269410,1817,savings,87981.79,1990-06-24,CHF
B679536,1818,savings,62335.71,2003-10-08,CHF
A537266,1819,brokerage,45107.39,2009-02-17,CHF
G269029,1819,savings,65363.53,2016-07-05,CHF
V801110,1819,brokerage,53835.21,2004-02-28,CHF
H543747,1820,savings,49176.74,1997-02-20,CHF
D773670,1820,checking,71297.33,2013-04-13,CHF
K244972,1821,brokerage,81439.27,2024-09-02,CHF
D518386,1821,brokerage,80392.29,2020-06-25,CHF
J220158,1822,brokerage,8542.08,2021-02-25,CHF
Y823118,1822,brokerage,6594.45,2021-03-13,CHF
O183645,1822,savings,7566.35,2014-06-01,CHF
G650426,1823,brokerage,30855.08,1973-03-03,CHF
B951537,1823,brokerage,48076.83,2003-07-12,CHF
A197124,1824,savings,73721.74,1993-07-13,CHF
C103904,1824,savings,72945.44,1993-07-03,CHF
V893404,1824,checking,92217.48,1990-02-26,CHF
K790137,1825,brokerage,24202.75,2017-08-17,CHF
H875336,1825,checking,11648.89,2015-04-26,CHF
X801783,1825,checking,23605.84,2011-03-07,CHF
U876452,1826,checking,52037.74,2003-02-09,CHF
O752378,1826,brokerage,4139.53,2021-11-04,CHF
C978837,1827,checking,61868.34,2010-08-29,CHF
Q816360,1828,checking,41379.68,2016-07-17,CHF
O783903,1828,savings,5409.26,2013-03-25,CHF
I982705,1828,brokerage,24866.72,2020-05-29,CHF
O612243,1829,brokerage,64550.78,1999-11-22,CHF
I407076,1829,checking,11012.58,2012-01-21,CHF
V870066,1829,checking,91095.52,2013-01-26,CHF
B152511,1830,checking,31262.45,2024-06-19,CHF
T483328,1830,checking,77968.2,2023-08-29,CHF
B963137,1830,savings,94022.99,2023-11-07,CHF
N444262,1831,checking,87923.27,2017-04-10,CHF
R861826,1831,brokerage,38873.96,2022-01-05,CHF
G836388,1832,savings,29849.0,2021-09-17,CHF
